Study Accession,Sample Accession or Sample ID,MDS1,MDS2,isHealthy
PRJEB21528,SAMEA104142181,-0.5905478580332492,0.13963893163217914,False
PRJEB10878,SAMEA3541565,-0.0972473644973375,0.11258703982983018,False
PRJEB6997,SAMEA2737682,0.1635629898034273,0.3524731574114763,False
N7,SAMD00114840,0.057316751140107355,0.17958869326417046,False
PRJEB15371,SAMEA4431878,0.10460248389803481,0.6174820760204247,False
PRJEB7774,SAMEA3136652,0.09557075240062482,0.2436114517321932,False
PRJEB12449,SAMEA3879557,-0.22649354868820032,0.17003404773401312,False
N5,SRR5279297,-0.3463736843014836,0.1784517306004102,False
PRJEB10878,SAMEA3541594,-0.2764175537847538,-0.1102006283410075,False
PRJEB21528,SAMEA104142363,-0.15884528003390247,0.07647123055697876,False
PRJNA422434,SAMN00791931,-0.1588452800833665,0.07647123046962095,False
N7,SAMD00114915,-0.11447250889463054,0.4531686720416291,False
PRJEB15371,SAMEA4431875,-0.5518309300133705,0.299316481195042,False
PRJEB7774,SAMEA3136740,-0.040946542045099656,0.26443565196565716,False
L1,SAMEA2582053,-0.1792591464833683,0.1634123318675781,False
PRJEB15371,SAMEA4431988,-0.2789128711566838,0.2807844678043123,False
PRJEB6070,SAMEA2467051,-0.3877710478911594,-0.11669771428522686,False
PRJEB7774,SAMEA3136628,0.31350414179408975,0.24053634718569675,False
PRJEB6070,SAMEA2466930,0.04690000008805989,0.20912239180096068,False
PRJEB1220,SAMEA2042621,-0.26125162628368753,0.2769121875713306,False
PRJEB15371,SAMEA4431948,-0.3117539264349287,0.2803127873797605,False
PRJEB6997,SAMEA2737717,0.25534711600262944,0.31195236190047615,False
PRJEB15371,SAMEA4431906,-0.3406173413105468,0.4880751753258929,False
L1,SAMEA2582123,-0.19215463104795208,0.4671294027317602,False
PRJEB1786,SAMEA1906439,-0.45637490849440154,-0.1979068757206336,False
PRJEB21528,SAMEA104142282,0.13067461743182304,0.3003316655333944,False
PRJEB6070,SAMEA2467002,0.1573015142409972,0.44077388991245714,False
PRJEB21528,SAMEA104142152,0.015488460223062096,0.18835073119581366,False
PRJEB12123,SAMEA3708534,-0.2189632948963808,-0.0055414298392131535,False
PRJEB21528,SAMEA104142285,-0.4657700980898797,-0.0893862385431903,False
PRJEB6997,SAMEA2737857,-0.13451647919814738,0.0892738246928884,False
L1,SAMEA2582111,0.0072483641073699066,0.36191231253721334,False
L1,SAMEA2582034,0.07320051717022041,0.3780619283123734,False
L1,SAMEA2582159,-0.5847506604461434,0.03241668946640026,False
N7,SAMD00114893,-0.37872134043720784,0.4497485968752409,False
PRJEB7774,SAMEA3178938,-0.068791078418586,0.24692296025373328,False
PRJEB21528,SAMEA104142286,-0.024633441892542792,0.5260392669135902,False
PRJEB1220,SAMEA2042444,-0.3239880498532215,0.3815067790195045,True
L1,SAMEA2582093,-0.4797932724231973,-0.14618152356622444,False
PRJEB7774,SAMEA3136729,0.07405587159080458,0.13079637389464357,False
PRJEB6070,SAMEA2467066,-0.14038983588055026,0.13202499341505777,False
PRJNA422434,SAMN00715205,-0.3128433935575135,0.6591263935795658,False
L1,SAMEA2582025,-0.28701649083919945,-0.051675450974649276,False
PRJEB21528,SAMEA104142185,-0.29764244394914324,0.03562904886067255,False
PRJEB6997,SAMEA2737670,-0.09641377316676228,0.3265314862882079,False
PRJNA422434,SAMN00791937,-0.5416872209535849,0.0637553557137845,False
PRJEB10878,SAMEA3541575,-0.20491866310693407,0.09420449226956466,False
PRJEB7774,SAMEA3136742,-0.08914600519158494,0.31726595375176525,False
PRJEB10878,SAMEA3541583,-0.519221321556245,0.003911732187854858,False
PRJEB6070,SAMEA2467004,-0.13965036398988734,0.3258023449441085,False
PRJEB21528,SAMEA104142086,-0.2977783102787038,0.28625446579269326,False
PRJEB10878,SAMEA3541488,-0.6519401044676713,0.0792140393641272,False
PRJEB1220,SAMEA2042507,-0.23592825670589881,0.2590523488861736,False
PRJEB6997,SAMEA2737778,-0.20801417864488844,0.01871615299013576,False
PRJNA422434,SAMN00715228,0.19060912722540105,0.4276990295050038,False
PRJEB10878,SAMEA3541470,-0.23780703847985601,0.22578524824550192,False
PRJEB15371,SAMEA4431917,0.5203817878388136,0.5069582534598345,False
PRJEB15371,SAMEA4431936,-0.3737593529682588,0.035910071759824226,False
PRJEB21528,SAMEA104142309,-0.10270756849166189,0.3319401205322596,False
PRJEB12123,SAMEA3708526,-0.3186820175476761,0.2483095147667357,False
N5,SRR5279257,-0.3949930069461243,0.007548438820889668,False
N7,SAMN08813958,-0.05709273888327957,0.12531422687073993,False
PRJNA422434,SAMN00792101,-0.18816856955935826,0.6914867038501351,False
N8,SAMEA4817900,-0.04933666420214991,0.21346519571516778,False
PRJEB7774,SAMEA3136764,0.11042560734790623,0.3773578258032956,False
N7,SAMD00114761,-0.11526836584727534,0.25324638257725146,False
PRJEB6997,SAMEA2737684,-0.11975652663037094,-0.16804939309865444,False
PRJEB1220,SAMEA1966253,-0.35624247372492146,0.34284902765490755,False
PRJEB10878,SAMEA3541588,-0.33432009707596605,0.3111482288082487,False
PRJEB12123,SAMEA3708652,-0.13905148472458506,0.05987447809543888,False
PRJNA422434,SAMN00792064,-0.3952505158949731,0.3037000018091826,False
PRJEB15371,SAMEA4431868,-0.4201177296078907,0.12792410227481835,False
N4,SRR5275407,-0.03682439047795382,0.353925665215574,False
PRJEB4336,SAMEA2155758,-0.11084242158512221,0.024131223569742274,False
PRJNA299502,SAMN04209236,-0.05216416005931971,0.44783403603929645,False
PRJEB1786,SAMEA1906533,0.16611285267843,0.23466138204842044,False
PRJEB12449,SAMEA3879548,-0.33429773294158566,0.5173692073899525,False
L1,SAMEA2582182,-0.4435647240463229,0.5572463354655417,False
PRJEB12123,SAMEA3708688,-0.210682061405341,0.40382953363661767,False
PRJNA299502,SAMN04209243,0.12147613342334201,0.2858901981264202,False
V1,RHB_RAM_0081,0.08043645531299214,0.3696237383826276,False
L1,SAMEA2582068,-0.345828021203076,-0.05243379822048257,False
PRJEB15371,SAMEA4431895,-0.2692407932746932,-0.2659008616183224,False
PRJEB6070,SAMEA2467063,-0.009152187520879762,0.13944063771925097,False
L1,SAMEA2582057,-0.22852839743069722,-0.284243405547281,False
PRJEB6070,SAMEA2467079,0.09051401860287953,0.39830721197048774,False
PRJEB12123,SAMEA3708682,-0.0350698671031652,0.30236561024055947,False
PRJNA422434,SAMN00792043,-0.43900182006768734,0.23733188361194124,False
PRJEB21528,SAMEA104142176,-0.2755485943242425,0.25343275523001557,False
L1,SAMEA2582037,-0.1987747112617102,0.2151489484980243,False
PRJEB21528,SAMEA104142186,-0.27851078408621704,0.36235937257723766,False
PRJEB6997,SAMEA2737826,-0.05044148747463779,0.3384309334448931,False
L1,SAMEA2582062,-0.54377472145057,0.24537311118279143,False
N5,SRR5279255,-0.2359523112435313,0.019516087424866546,False
PRJEB6997,SAMEA2737754,-0.18402179341599526,0.32612423947082464,True
PRJNA319574,SAMN06110347,-0.39447943508522393,0.2776933865282627,True
PRJEB7774,SAMEA3136761,-0.003438977593457564,0.3669708823505804,False
PRJEB21528,SAMEA104142126,-0.21987895151853337,-0.23204765507994374,False
PRJEB21528,SAMEA104142300,0.26852269937196593,0.31598598533957684,False
PRJEB6070,SAMEA2466942,0.3397698949356797,-0.03614150367438004,False
PRJEB21528,SAMEA104142279,-0.20871646818707412,0.07792626538095519,False
PRJEB6070,SAMEA2467046,0.10958769553781239,0.09471204840214711,False
PRJEB7774,SAMEA3136659,0.2973702854885019,0.2020510547913145,False
PRJEB21528,SAMEA104142295,0.007402637950775143,0.25086325475681576,False
N7,SAMD00114826,-0.13511989490569057,0.30156131116118995,False
L1,SAMEA2582100,-0.5583203303753882,0.24725026731536265,False
PRJEB13870,SAMEA3951635,-0.3481255837278427,0.3870361062779633,True
PRJEB21528,SAMEA104142080,-0.11615749691279377,0.41372897703238154,False
PRJEB7774,SAMEA3136733,0.029007652366396602,0.2814218192692584,False
PRJEB21528,SAMEA104142073,0.13452078445109253,0.3489162506132225,False
V1,rhb_ram_0040,-0.47636566441607925,0.02668676946514574,False
N4,SRR5275438,-0.44434080119942937,0.3725696679296775,False
V1,RHB_RAM_0065,-0.2110663091651766,0.22947888818254017,False
PRJEB21528,SAMEA104142204,-0.026544540388550714,-0.25837263060158283,False
PRJEB7774,SAMEA3136678,0.23205013266545516,0.14112090560289803,False
N5,SRR5279304,-0.30798117985694673,-0.13693746382389618,False
PRJEB12123,SAMEA3708676,-0.2614844890546975,0.19761931244930425,False
PRJNA299502,SAMN04209234,-0.30662298551409345,0.4788794227058969,False
PRJEB6070,SAMEA2466949,0.24025720165849512,0.3133099057051257,False
PRJNA422434,SAMN00715159,-0.20565272505919324,-0.19453649347806617,False
PRJNA422434,SAMN00715232,-0.3584644599007861,-0.05928099310420615,False
PRJEB1786,SAMEA1906520,0.18076755188000074,0.37133304829440344,False
PRJNA299502,SAMN04209249,-0.3999569889757448,0.13735276937811255,False
PRJEB15371,SAMEA4431898,-0.4026617454314239,0.18306631670390905,False
PRJEB6997,SAMEA2737675,-0.23597210752402623,0.3964408646985937,False
PRJNA422434,SAMN00792049,-0.618609213508918,0.10561398280227645,False
PRJEB7774,SAMEA3136746,0.14393648320404018,0.1900339990859889,False
PRJNA422434,SAMN00792115,-0.44899060072367225,-0.07235647992907485,False
PRJEB7774,SAMEA3136760,0.009982034634957275,0.2732471007287866,False
L1,SAMEA2582072,-0.14021259880723272,-0.12044189014700102,False
PRJEB6997,SAMEA2737854,-0.47591439702029503,0.08852960275815114,False
PRJEB7774,SAMEA3136656,0.08389002181790114,0.37365668532901614,False
PRJEB10878,SAMEA3541595,-0.08793609712995723,0.13932284906768053,False
PRJNA299502,SAMN04209223,-0.3128853721767941,0.23900446223328667,False
N4,SRR5275476,-0.06693493234464269,0.405436359016038,False
PRJNA177201,SAMN01760916,-0.3033197572154847,-0.19259326969234222,False
PRJEB7774,SAMEA3136736,-0.14861362832100286,0.3164041660827473,False
PRJNA422434,SAMN00792048,-0.43948790166302726,-0.01720332178423036,False
L1,SAMEA2582163,0.22112309310001854,0.4360571483880787,False
PRJEB6997,SAMEA2737724,-0.08908877518875682,0.23034119702132322,False
L1,SAMEA2582160,-0.41594299368185556,0.5305196349648571,False
PRJEB12449,SAMEA3879537,-0.10633493233558824,0.29718189767059394,False
N4,SRR5275430,-0.21662489067538765,-0.1337139065513485,False
PRJNA319574,SAMN06110319,-0.14925684837610925,0.3916843659874174,True
L1,SAMEA2582162,-0.5653719397434219,0.048343456903626056,False
N5,SRR5279260,-0.27922445444870864,-0.1334857937509164,False
N7,SAMD00114825,-0.34385639232123255,0.5549824959805442,False
L1,SAMEA2582107,-0.1965960246348492,-0.19156214887415673,False
N4,SRR5275421,-0.18379656507132336,0.175617505744635,False
PRJEB6997,SAMEA2737732,-0.06085592351254505,0.17620765890700119,False
PRJEB6070,SAMEA2467078,0.025301674135216147,-0.26193311178116563,False
N4,SRR5275427,0.19958738855610803,0.20970336058697975,False
PRJEB6070,SAMEA2466954,-0.3503687412949252,0.21546218222392566,False
PRJEB12449,SAMEA3879521,-0.44146684201794906,0.2568773026013953,False
PRJEB21528,SAMEA104142184,-0.16137052815901062,0.25972393882407757,False
N7,SAMD00114767,-0.3747196947469271,0.31255638675486125,False
PRJEB1786,SAMEA1906425,0.1285360768633421,0.4201431840632241,False
PRJEB12123,SAMEA3708487,-0.33966762191873207,0.19793823539237695,False
PRJEB6997,SAMEA2737878,-0.4265428945421496,0.4811252546582199,True
L1,SAMEA2582079,-0.19335738824380175,0.19471809030744283,False
PRJEB21528,SAMEA104142209,-0.6098627544829328,0.18551066153110202,False
PRJEB7774,SAMEA3136750,0.29906921830537503,0.24898816318274336,False
PRJEB7774,SAMEA3136741,-0.036798641111599216,0.15530623109357855,False
PRJEB6997,SAMEA2737680,0.11705371864567564,0.3460126527357941,False
N8,SAMEA4817945,0.09186771114470252,0.12552773397580286,False
PRJNA422434,SAMN00715152,-0.4937101005502473,0.07731636018792692,False
PRJEB6997,SAMEA2737678,0.022324147830327226,0.3300243277096626,False
PRJEB1220,SAMEA2042216,-0.4516395847732442,0.09765322100512519,False
PRJEB10878,SAMEA3541570,-0.07408278803758223,0.1794425757657493,False
PRJEB10878,SAMEA3541572,-0.27316841539645076,0.10235886102638961,False
PRJEB6997,SAMEA2737825,0.08128703412776887,0.2714745167698895,True
L1,SAMEA2582031,0.3008219482291888,0.39668032884392335,False
PRJEB6070,SAMEA2467048,-0.05828574208393492,0.09999861744858958,False
PRJEB12449,SAMEA3879562,-0.5646908225113577,0.2597044014967608,False
N8,SAMEA4817906,0.16339817964432443,0.1571010849130648,False
PRJEB4336,SAMEA2159102,-0.00707191966818639,0.2680131954525871,False
PRJEB6070,SAMEA2467009,-0.4002873224721124,0.5803123154572556,False
PRJEB1220,SAMEA2042576,-0.036583256795297114,0.22544272857623465,False
PRJEB6070,SAMEA2466891,0.0021446647679685517,-0.2788261755207593,False
PRJEB12123,SAMEA3708468,-0.3006513932391789,0.403389276817517,False
PRJEB21528,SAMEA104142314,-0.1181072295479631,0.3589598324604676,False
PRJEB1220,SAMEA2042630,-0.26059695122215243,0.02247824097105863,False
V1,RHB_RAM_0131,-0.5897568863729683,-0.14295411597102775,False
PRJEB21528,SAMEA104142235,-0.26902768108394776,0.13168439388758327,True
N7,SAMD00114765,-0.260361892003065,0.47276331278066414,False
PRJEB12449,SAMEA3879516,0.00837496672403564,0.3422607120332452,False
C1,SRR3582163,0.030104454303325572,0.8252445030507419,False
PRJEB1786,SAMEA1906527,-0.16252396033154864,0.3181339512293267,False
PRJEB1786,SAMEA1906472,-0.22931824221119157,-0.20688645154115956,False
PRJNA422434,SAMN00715274,-0.3490148344160145,0.2862814263341937,False
PRJEB12123,SAMEA3708677,-0.1657983037915225,0.20130836535327862,False
PRJEB21528,SAMEA104142256,-0.21957794552709278,-0.015289839761087838,False
PRJEB7774,SAMEA3136754,0.16082122049349704,0.27519344428968123,False
N7,SAMN08813960,0.0013922562430557519,0.26408187891135726,False
PRJNA422434,SAMN00715146,-0.2536613239271053,-0.17725893267873186,False
PRJEB12449,SAMEA3879589,-0.32816989026994486,0.5687563884912984,False
N4,SRR5275410,-0.06891666011017698,0.44763354772116776,False
N7,SAMD00114966,-0.29236504826539245,0.206497127947123,False
PRJEB6070,SAMEA2467077,-0.06367935820877957,0.1374156600993807,False
PRJEB21528,SAMEA104142324,-0.34527143671325206,0.3127812265715562,False
PRJEB7774,SAMEA3136701,-0.1161860327229315,0.4847023669277223,False
PRJEB6337,SAMEA2581903,-0.1312276562846744,-0.025790859744047778,True
PRJEB15371,SAMEA4431913,-0.418893518187521,0.16646856121299977,False
N4,SRR5275399,-0.18066499050276358,0.46511442375195805,False
PRJEB12123,SAMEA3708687,-0.39692063714867964,0.057664940275484446,False
PRJEB1786,SAMEA1906456,-0.2439482694927775,0.35643743744204837,False
PRJEB6070,SAMEA2466926,0.17634312036363667,0.32273578070421705,False
PRJEB15371,SAMEA4431933,-0.6093278025085649,0.3238013013618793,False
PRJEB21528,SAMEA104142223,-0.27738038039611046,0.20770132684229822,True
PRJEB12449,SAMEA3879505,-0.01724330494782302,0.3493114860353733,False
PRJNA422434,SAMN00792037,-0.425078228010304,-0.11530787662023118,False
PRJEB7774,SAMEA3178940,-0.08990447240678996,0.44569811557682454,False
N5,SRR5279309,-0.5346032958942054,-0.28091749160480706,False
N8,SAMEA4817925,0.09429381033560584,0.5142053506965872,False
N7,SAMN08813985,-0.21775176497144363,0.4445487505206498,False
V1,RHB_RAM_0013,-0.5319614769305787,-0.11712134778771952,False
PRJEB15371,SAMEA4431893,-0.4133210132043684,-0.1341911220711369,False
PRJNA422434,SAMN00791957,-0.17394109139991742,0.050034562805456595,True
PRJEB21528,SAMEA104142332,-0.17394109139832087,0.05003456280913167,False
PRJEB6070,SAMEA2467038,-0.44304487987843466,0.17014880790590917,True
PRJNA422434,SAMN00792022,-0.1227928199762997,0.2534229453462646,False
PRJEB6997,SAMEA2737736,-0.24787796616931995,0.09474721258752282,False
N8,SAMEA4817951,-0.17018352574300116,0.29287343200163746,False
N5,SRR5279225,-0.44110041788616255,0.11383666605744806,False
PRJEB6070,SAMEA2466952,-0.28501140834774075,-0.1619750162675131,False
PRJEB12123,SAMEA3708694,-0.16888400199239742,0.422431846482518,False
PRJEB6070,SAMEA2466957,0.06196126928488646,0.2497581700949447,False
PRJEB15371,SAMEA4431883,-0.3576984932833783,-0.36108847329699917,False
N7,SAMD00115020,-0.02627568930198013,0.14634204043607754,False
PRJEB6997,SAMEA2737773,0.043375726480304216,0.3622232352494248,False
PRJEB1786,SAMEA1906470,-0.20105402424058977,-0.17266409162216642,False
PRJEB6070,SAMEA2466905,-0.13979053921144638,0.28917230165520824,False
PRJEB6997,SAMEA2737734,0.07934498927346179,0.38757031651786567,True
PRJEB21528,SAMEA104142230,-0.15874526249784285,0.05915158279855098,False
H1,SAMEA103958150,-0.2199487422397681,0.09762074583933383,True
N7,SAMN08813944,-0.09993257452870292,0.39616412299671877,False
L1,SAMEA2582069,0.16097184789375935,0.5577725337279966,False
PRJEB12449,SAMEA3879543,-0.10079685992721867,0.12740995061747062,True
PRJEB7774,SAMEA3136757,0.1734461256292367,0.17346789112803718,False
PRJEB1220,SAMEA1972159,0.2598932343740509,0.25347682638557223,False
N5,SRR5279228,-0.3671753624509074,0.17686549305738106,False
L1,SAMEA2582183,-0.505021304689197,-0.02383134026354585,False
PRJNA422434,SAMN00792107,-0.15952927417707474,-0.03340993171403836,False
PRJEB21528,SAMEA104142179,-0.4305074904497246,0.17088439628217603,False
PRJEB4336,SAMEA2149068,-0.23490943006309434,0.34089917421160637,False
N4,SRR5275473,-0.47834276177425505,0.04991960363385216,False
PRJEB1786,SAMEA1906573,-0.0573651574722345,0.09526315014109557,False
PRJEB7774,SAMEA3136751,0.3425712566647904,-0.017519961178846244,False
PRJEB21528,SAMEA104142268,-0.11002551537809598,0.3497388800126815,False
PRJNA328899,SAMN05414918,-0.4480754635281206,0.11313748339213589,True
PRJEB10878,SAMEA3541571,-0.35220648410373984,0.39588633049278543,False
PRJEB21528,SAMEA104142307,-0.3125580664394115,0.3269694639483367,False
PRJEB15371,SAMEA4431877,-0.6290056448609176,0.14410201945744452,False
PRJNA422434,SAMN00715219,-0.24420627644938148,-0.12610986627104243,False
PRJEB6070,SAMEA2467005,-0.04797174228241148,-0.2780565182424821,False
L1,SAMEA2582105,0.46816757192958647,-0.19734181589707042,False
H1,SAMEA103958142,-0.13157302318591288,0.42717311776361017,True
PRJEB6997,SAMEA2737798,-0.1028854190442331,0.06321986289955558,True
PRJEB10878,SAMEA3541487,-0.2741661295045623,0.1784754443593823,False
N7,SAMN08813938,-0.07462664742926395,-0.09948869381394192,False
PRJNA422434,SAMN00792103,-0.26441627892842257,-0.4044493759354454,False
PRJNA422434,SAMN00792065,-0.15673588734124583,-0.14016028007361495,False
PRJEB15371,SAMEA4431902,-0.5290614372283396,0.18640562362416135,False
PRJEB6070,SAMEA2466992,0.1747215963478946,0.1603469618863704,False
PRJNA422434,SAMN00792089,-0.1276199254093942,0.2024016536034327,False
PRJEB21528,SAMEA104142196,-0.2874330182060372,0.13256804382942622,False
PRJEB21528,SAMEA104142131,-0.27248215569831985,0.25437059148516117,True
PRJEB6070,SAMEA2466988,-0.14830891819052436,-0.1215887445538443,False
PRJEB12123,SAMEA3708593,-0.361390145816478,0.13204667913751897,True
PRJEB12947,SAMEA3888901,0.059543889699579335,0.29029706211725337,False
PRJEB1220,SAMEA2042575,0.05192546090042146,0.26476032334977834,False
PRJEB1786,SAMEA1906422,0.0250004046107256,0.2934217143250812,False
PRJEB1220,SAMEA2042986,0.12865641365163447,0.18950070582370857,False
L1,SAMEA2582177,-0.07572789364637979,0.4332012846042358,False
N7,SAMD00114871,0.10536978889298496,0.09770283775732455,False
N7,SAMD00114863,-0.0908391049235227,0.23934840006915173,False
PRJEB12947,SAMEA3888911,0.23356201003347096,0.20638941492083981,False
PRJNA422434,SAMN00715136,-0.24993982799104775,-0.11038619001046208,False
PRJEB6997,SAMEA2737774,-0.06586875093842333,0.036834553117118286,False
